id,nombre,apellido,departamento,salario,fecha_contratacion,email,activo
672,Elena,López,Ventas,25238,2018-09-27,elena.lópez672@empresa.com,False
673,Elena,Fernández,Finanzas,20321,2022-03-07,elena.fernández673@empresa.com,True
674,Carlos,Pérez,RRHH,29999,2025-10-21,carlos.pérez674@empresa.com,True
675,Carlos,Sánchez,IT,61893,2022-08-27,carlos.sánchez675@empresa.com,False
676,Elena,Pérez,Marketing,42064,2016-12-13,elena.pérez676@empresa.com,True
677,Laura,Ruiz,IT,21642,2019-06-26,laura.ruiz677@empresa.com,False
678,Elena,Pérez,RRHH,22739,2019-07-02,elena.pérez678@empresa.com,False
679,Elena,Pérez,Producción,24982,2025-01-01,elena.pérez679@empresa.com,False
680,Luis,García,IT,20190,2019-08-16,luis.garcía680@empresa.com,True
681,Luis,García,Marketing,41966,2016-12-23,luis.garcía681@empresa.com,True
682,Juan,Fernández,Finanzas,49867,2020-02-25,juan.fernández682@empresa.com,False
683,Jorge,Gómez,Marketing,47390,2024-06-10,jorge.gómez683@empresa.com,False
684,Pablo,Morales,Marketing,23659,2025-09-12,pablo.morales684@empresa.com,False
685,Pablo,Martínez,Ventas,32798,2024-01-05,pablo.martínez685@empresa.com,True
686,Pablo,Sánchez,IT,47282,2019-10-25,pablo.sánchez686@empresa.com,True
687,Juan,Pérez,Logística,29642,2022-07-25,juan.pérez687@empresa.com,True
688,María,Ruiz,Ventas,49857,2020-10-18,maría.ruiz688@empresa.com,True
689,Pablo,García,RRHH,60810,2016-12-14,pablo.garcía689@empresa.com,False
690,Ana,Martínez,RRHH,49593,2015-12-16,ana.martínez690@empresa.com,True
691,Luis,Sánchez,RRHH,62881,2023-03-22,luis.sánchez691@empresa.com,False
692,Ana,Pérez,RRHH,41983,2025-08-02,ana.pérez692@empresa.com,True
693,Jorge,Ruiz,IT,64869,2023-05-12,jorge.ruiz693@empresa.com,False
694,Carlos,Díaz,Finanzas,57525,2020-11-12,carlos.díaz694@empresa.com,False
695,Carlos,Martínez,Logística,21119,2020-03-26,carlos.martínez695@empresa.com,True
696,Ana,Ruiz,Finanzas,40985,2024-05-15,ana.ruiz696@empresa.com,False
697,Elena,Morales,Marketing,47675,2016-02-20,elena.morales697@empresa.com,False
698,Luis,Gómez,Finanzas,26702,2015-12-18,luis.gómez698@empresa.com,False
699,Jorge,Díaz,Marketing,26004,2018-12-12,jorge.díaz699@empresa.com,True
700,Ana,Díaz,Ventas,53848,2017-02-09,ana.díaz700@empresa.com,True
701,Ana,Martínez,Marketing,43591,2022-07-06,ana.martínez701@empresa.com,False
702,Elena,Pérez,Ventas,53223,2019-04-18,elena.pérez702@empresa.com,True
703,Sara,Gómez,Logística,53303,2018-02-12,sara.gómez703@empresa.com,False
704,Luis,Gómez,RRHH,45559,2016-07-05,luis.gómez704@empresa.com,True
705,Laura,Martínez,Marketing,64210,2017-10-04,laura.martínez705@empresa.com,True
706,Jorge,Fernández,Marketing,62131,2019-05-26,jorge.fernández706@empresa.com,True
707,Sara,Díaz,Marketing,32584,2022-09-03,sara.díaz707@empresa.com,True
708,Sara,Díaz,Logística,44399,2022-06-17,sara.díaz708@empresa.com,False
709,Pablo,Martínez,Producción,20325,2017-02-06,pablo.martínez709@empresa.com,True
710,Jorge,Sánchez,RRHH,23582,2025-06-03,jorge.sánchez710@empresa.com,False
711,Pablo,Martínez,Ventas,46633,2019-03-15,pablo.martínez711@empresa.com,False
712,Pablo,Pérez,Producción,41961,2016-10-12,pablo.pérez712@empresa.com,True
713,Pablo,Ruiz,RRHH,44107,2021-07-12,pablo.ruiz713@empresa.com,True
714,Luis,Martínez,Logística,58874,2024-06-04,luis.martínez714@empresa.com,True
715,Carlos,Fernández,Marketing,48753,2023-06-26,carlos.fernández715@empresa.com,True
716,María,Ruiz,Logística,39697,2025-08-20,maría.ruiz716@empresa.com,True
717,Juan,Fernández,Finanzas,35407,2018-12-10,juan.fernández717@empresa.com,False
718,Pablo,Pérez,Ventas,33383,2016-05-19,pablo.pérez718@empresa.com,True
719,María,Díaz,RRHH,59223,2023-09-10,maría.díaz719@empresa.com,False
720,María,Ruiz,Producción,58973,2019-07-13,maría.ruiz720@empresa.com,False
721,Elena,Díaz,Producción,32735,2016-10-13,elena.díaz721@empresa.com,True
722,Ana,Pérez,Logística,58870,2024-04-18,ana.pérez722@empresa.com,False
723,Juan,García,IT,46878,2019-09-01,juan.garcía723@empresa.com,True
724,María,Sánchez,RRHH,45866,2024-12-04,maría.sánchez724@empresa.com,True
725,Pablo,Gómez,Marketing,61003,2024-03-29,pablo.gómez725@empresa.com,True
726,Jorge,Ruiz,RRHH,34387,2018-05-12,jorge.ruiz726@empresa.com,True
727,Elena,Díaz,Producción,47102,2020-10-21,elena.díaz727@empresa.com,True
728,Juan,Sánchez,Producción,25946,2022-11-13,juan.sánchez728@empresa.com,False
729,Laura,Sánchez,Producción,63825,2022-01-05,laura.sánchez729@empresa.com,True
730,Sara,Sánchez,Logística,50436,2022-03-26,sara.sánchez730@empresa.com,False
731,Elena,Morales,RRHH,21634,2017-05-27,elena.morales731@empresa.com,True
732,Luis,García,Producción,57102,2020-03-10,luis.garcía732@empresa.com,False
733,Luis,Sánchez,Ventas,51693,2017-09-30,luis.sánchez733@empresa.com,True
734,Sara,Martínez,Finanzas,22738,2019-06-08,sara.martínez734@empresa.com,True
735,Carlos,Martínez,Ventas,57686,2018-08-20,carlos.martínez735@empresa.com,False
736,Ana,Martínez,Marketing,44453,2017-12-19,ana.martínez736@empresa.com,True
737,Laura,Gómez,IT,60724,2019-12-23,laura.gómez737@empresa.com,True
738,Carlos,Díaz,IT,41974,2023-08-26,carlos.díaz738@empresa.com,False
739,Elena,López,Logística,41483,2025-05-10,elena.lópez739@empresa.com,False
740,Sara,Ruiz,RRHH,21509,2022-07-30,sara.ruiz740@empresa.com,True
741,Luis,Gómez,Ventas,56272,2025-04-18,luis.gómez741@empresa.com,True
742,Luis,López,Logística,64263,2016-12-18,luis.lópez742@empresa.com,True
743,Laura,Ruiz,IT,22169,2021-04-06,laura.ruiz743@empresa.com,True
744,Pablo,Morales,RRHH,36540,2023-07-25,pablo.morales744@empresa.com,False
745,Luis,Díaz,Marketing,63017,2023-11-29,luis.díaz745@empresa.com,False
746,Ana,Pérez,Finanzas,19008,2018-10-12,ana.pérez746@empresa.com,True
747,Juan,Gómez,RRHH,18845,2024-05-23,juan.gómez747@empresa.com,False
748,Elena,Morales,Ventas,58619,2019-11-22,elena.morales748@empresa.com,True
749,María,Morales,IT,58121,2020-10-27,maría.morales749@empresa.com,True
750,Carlos,Gómez,Logística,54774,2023-04-10,carlos.gómez750@empresa.com,True
751,Laura,Díaz,Logística,55913,2024-04-07,laura.díaz751@empresa.com,False
752,María,Díaz,Finanzas,58892,2017-04-28,maría.díaz752@empresa.com,True
753,Laura,López,IT,59753,2021-10-15,laura.lópez753@empresa.com,True
754,Sara,García,Marketing,21711,2024-06-10,sara.garcía754@empresa.com,False
755,Luis,Fernández,Finanzas,44811,2020-10-01,luis.fernández755@empresa.com,False
756,Carlos,Díaz,Marketing,34100,2017-08-15,carlos.díaz756@empresa.com,False
757,Sara,Fernández,IT,23755,2018-01-26,sara.fernández757@empresa.com,False
758,Sara,Sánchez,Ventas,22837,2020-04-20,sara.sánchez758@empresa.com,True
759,Sara,Morales,Producción,29994,2022-03-28,sara.morales759@empresa.com,False
760,María,López,Finanzas,32044,2020-05-23,maría.lópez760@empresa.com,True
761,Pablo,Gómez,Producción,51912,2016-05-09,pablo.gómez761@empresa.com,False
762,Ana,García,RRHH,36513,2025-08-01,ana.garcía762@empresa.com,False
763,Luis,Sánchez,Marketing,60955,2020-01-28,luis.sánchez763@empresa.com,True
764,Carlos,García,RRHH,47900,2024-05-29,carlos.garcía764@empresa.com,True
765,Jorge,Ruiz,Logística,41368,2020-07-14,jorge.ruiz765@empresa.com,False
766,Ana,Díaz,Marketing,18290,2020-11-28,ana.díaz766@empresa.com,False
767,Elena,Fernández,Marketing,32341,2018-10-22,elena.fernández767@empresa.com,True
768,María,Sánchez,Finanzas,59943,2023-05-31,maría.sánchez768@empresa.com,True
769,Pablo,Díaz,Producción,54125,2024-07-24,pablo.díaz769@empresa.com,True
770,Pablo,López,RRHH,53719,2019-01-05,pablo.lópez770@empresa.com,False
771,Ana,Fernández,IT,62964,2024-04-04,ana.fernández771@empresa.com,False
772,Elena,Sánchez,Marketing,45123,2023-10-03,elena.sánchez772@empresa.com,False
773,María,Fernández,RRHH,48223,2016-08-17,maría.fernández773@empresa.com,True
774,Sara,Díaz,Marketing,41159,2016-10-14,sara.díaz774@empresa.com,True
775,Laura,López,RRHH,54601,2018-02-16,laura.lópez775@empresa.com,True
776,Sara,Gómez,Logística,51654,2025-06-27,sara.gómez776@empresa.com,False
777,Ana,Sánchez,Finanzas,57393,2019-09-09,ana.sánchez777@empresa.com,False
778,Pablo,Morales,Ventas,18898,2017-09-30,pablo.morales778@empresa.com,True
779,Carlos,Martínez,Producción,54555,2016-01-30,carlos.martínez779@empresa.com,True
780,Juan,Martínez,Logística,45602,2025-06-27,juan.martínez780@empresa.com,True
781,María,Pérez,Logística,37210,2021-11-01,maría.pérez781@empresa.com,True
782,Carlos,Martínez,Marketing,23161,2020-08-26,carlos.martínez782@empresa.com,True
783,Juan,García,Marketing,29862,2023-02-23,juan.garcía783@empresa.com,True
784,Sara,Ruiz,Producción,27645,2024-02-19,sara.ruiz784@empresa.com,True
785,Carlos,Morales,Producción,30840,2019-05-08,carlos.morales785@empresa.com,True
786,Luis,Díaz,Finanzas,19299,2016-01-03,luis.díaz786@empresa.com,True
787,Elena,Morales,Logística,59773,2016-11-23,elena.morales787@empresa.com,True
788,María,Pérez,Logística,41032,2025-03-29,maría.pérez788@empresa.com,True
789,Juan,Pérez,Marketing,48846,2019-11-29,juan.pérez789@empresa.com,False
790,Carlos,Gómez,RRHH,52572,2017-08-28,carlos.gómez790@empresa.com,False
791,Carlos,Ruiz,IT,34786,2024-08-21,carlos.ruiz791@empresa.com,True
792,Ana,Díaz,RRHH,37402,2021-07-10,ana.díaz792@empresa.com,False
793,Laura,Gómez,IT,34615,2024-02-10,laura.gómez793@empresa.com,True
794,María,Morales,Logística,64992,2025-04-24,maría.morales794@empresa.com,True
795,Sara,Ruiz,Logística,61831,2018-06-10,sara.ruiz795@empresa.com,False
796,Laura,García,Marketing,31222,2016-12-14,laura.garcía796@empresa.com,False
797,María,Morales,IT,44822,2018-10-03,maría.morales797@empresa.com,False
798,Luis,López,Ventas,57085,2024-08-18,luis.lópez798@empresa.com,True
799,Elena,Morales,Logística,59844,2018-12-16,elena.morales799@empresa.com,True
800,María,Gómez,IT,44653,2016-11-29,maría.gómez800@empresa.com,False
801,Carlos,Fernández,Producción,53508,2017-10-14,carlos.fernández801@empresa.com,False
802,Sara,Díaz,Producción,31826,2023-12-23,sara.díaz802@empresa.com,True
803,Carlos,Sánchez,Ventas,43745,2025-07-28,carlos.sánchez803@empresa.com,True
804,Sara,García,Marketing,31625,2024-02-01,sara.garcía804@empresa.com,False
805,Luis,Ruiz,Marketing,34572,2025-08-27,luis.ruiz805@empresa.com,False
806,Juan,Díaz,Ventas,55321,2023-03-22,juan.díaz806@empresa.com,True
807,Juan,Pérez,Marketing,33812,2021-11-26,juan.pérez807@empresa.com,False
808,Pablo,Díaz,IT,56479,2016-02-17,pablo.díaz808@empresa.com,False
809,Jorge,Gómez,RRHH,61884,2015-12-27,jorge.gómez809@empresa.com,False
810,María,Pérez,IT,25615,2020-05-25,maría.pérez810@empresa.com,True
811,María,Sánchez,Ventas,30324,2022-01-08,maría.sánchez811@empresa.com,True
812,Juan,Fernández,RRHH,61385,2023-05-10,juan.fernández812@empresa.com,False
813,Ana,Sánchez,RRHH,59947,2017-09-21,ana.sánchez813@empresa.com,False
814,Juan,Sánchez,IT,29992,2018-01-06,juan.sánchez814@empresa.com,False
815,Sara,Morales,Logística,21260,2024-03-02,sara.morales815@empresa.com,False
816,Laura,Sánchez,IT,29158,2023-06-24,laura.sánchez816@empresa.com,True
817,Juan,Díaz,Marketing,18902,2025-04-18,juan.díaz817@empresa.com,True
818,Juan,López,RRHH,35242,2021-07-03,juan.lópez818@empresa.com,True
819,Jorge,Pérez,IT,45948,2018-11-23,jorge.pérez819@empresa.com,False
820,Pablo,López,Producción,32478,2024-07-22,pablo.lópez820@empresa.com,False
821,Ana,Díaz,RRHH,29318,2021-06-19,ana.díaz821@empresa.com,False
822,Juan,Ruiz,Producción,51003,2020-04-25,juan.ruiz822@empresa.com,True
823,Juan,Fernández,Logística,50381,2023-07-08,juan.fernández823@empresa.com,True
824,Elena,García,Marketing,46701,2017-11-13,elena.garcía824@empresa.com,False
825,Luis,Díaz,Marketing,37473,2018-02-16,luis.díaz825@empresa.com,True
826,Carlos,Sánchez,Producción,44602,2021-01-08,carlos.sánchez826@empresa.com,True
827,Laura,Morales,Marketing,54750,2019-07-25,laura.morales827@empresa.com,False
828,Jorge,Martínez,Producción,34549,2022-06-10,jorge.martínez828@empresa.com,True
829,María,García,Producción,43759,2020-11-06,maría.garcía829@empresa.com,False
830,Sara,Sánchez,RRHH,27900,2025-08-06,sara.sánchez830@empresa.com,True
831,Laura,Pérez,Finanzas,38927,2020-03-26,laura.pérez831@empresa.com,False
832,María,Morales,Ventas,26651,2019-05-04,maría.morales832@empresa.com,True
833,Luis,Sánchez,Ventas,60658,2018-08-28,luis.sánchez833@empresa.com,False
834,Laura,López,Finanzas,41953,2016-02-12,laura.lópez834@empresa.com,False
835,Pablo,Morales,Finanzas,57913,2025-09-17,pablo.morales835@empresa.com,False
836,Elena,García,Logística,50470,2018-09-01,elena.garcía836@empresa.com,False
837,Juan,García,Logística,54698,2023-10-28,juan.garcía837@empresa.com,True
838,Elena,Fernández,IT,27757,2017-07-23,elena.fernández838@empresa.com,True
839,Luis,López,IT,63143,2024-08-19,luis.lópez839@empresa.com,False
840,Luis,Fernández,Ventas,45140,2023-05-27,luis.fernández840@empresa.com,True
841,Luis,Morales,Finanzas,32594,2020-10-18,luis.morales841@empresa.com,True
842,Juan,Sánchez,Logística,20949,2020-04-28,juan.sánchez842@empresa.com,False
843,Pablo,Fernández,IT,63502,2022-10-26,pablo.fernández843@empresa.com,True
844,Elena,Pérez,IT,19887,2021-10-28,elena.pérez844@empresa.com,False
845,María,Morales,Producción,62154,2024-05-05,maría.morales845@empresa.com,False
846,Juan,Pérez,RRHH,22950,2020-03-30,juan.pérez846@empresa.com,False
847,Elena,Ruiz,IT,52102,2023-11-05,elena.ruiz847@empresa.com,True
848,Laura,Ruiz,Ventas,61219,2017-06-24,laura.ruiz848@empresa.com,True
849,Sara,Gómez,Ventas,57548,2022-07-11,sara.gómez849@empresa.com,True
850,Pablo,Sánchez,RRHH,22231,2016-12-09,pablo.sánchez850@empresa.com,False
851,Jorge,Fernández,RRHH,20857,2018-08-01,jorge.fernández851@empresa.com,True
852,Elena,Sánchez,IT,55062,2017-01-16,elena.sánchez852@empresa.com,False
853,Elena,Morales,Producción,20113,2016-01-24,elena.morales853@empresa.com,False
854,Luis,García,Logística,62306,2019-06-20,luis.garcía854@empresa.com,True
855,Jorge,Fernández,Producción,47121,2024-07-20,jorge.fernández855@empresa.com,True
856,Jorge,García,RRHH,60149,2019-09-08,jorge.garcía856@empresa.com,False
857,Pablo,Morales,Finanzas,40456,2021-08-23,pablo.morales857@empresa.com,False
858,Sara,Martínez,Finanzas,56854,2016-02-11,sara.martínez858@empresa.com,True
859,Elena,Sánchez,Ventas,28832,2024-05-10,elena.sánchez859@empresa.com,True
860,Jorge,Morales,Finanzas,40506,2016-02-22,jorge.morales860@empresa.com,False
861,Ana,Fernández,Logística,54208,2025-10-24,ana.fernández861@empresa.com,False
862,Juan,Morales,IT,27070,2021-02-25,juan.morales862@empresa.com,False
863,María,Fernández,Marketing,53658,2021-09-15,maría.fernández863@empresa.com,False
864,Laura,Sánchez,Marketing,58612,2016-06-13,laura.sánchez864@empresa.com,False
865,María,Fernández,Ventas,47035,2018-11-16,maría.fernández865@empresa.com,False
866,Jorge,Fernández,RRHH,30636,2019-05-20,jorge.fernández866@empresa.com,True
867,Carlos,Sánchez,IT,20623,2020-03-28,carlos.sánchez867@empresa.com,True
868,Carlos,García,Ventas,30249,2020-02-17,carlos.garcía868@empresa.com,True
869,Luis,Díaz,Producción,49477,2025-11-12,luis.díaz869@empresa.com,False
870,Sara,García,Marketing,40587,2021-12-12,sara.garcía870@empresa.com,True
871,Laura,Morales,Logística,47324,2024-10-12,laura.morales871@empresa.com,True
872,Elena,Díaz,Finanzas,55114,2023-01-15,elena.díaz872@empresa.com,False
873,Juan,Sánchez,IT,28861,2022-05-19,juan.sánchez873@empresa.com,True
874,Ana,Pérez,RRHH,29805,2019-11-13,ana.pérez874@empresa.com,False
875,Carlos,Díaz,Marketing,18734,2024-06-17,carlos.díaz875@empresa.com,True
876,Carlos,Gómez,Ventas,27953,2023-06-03,carlos.gómez876@empresa.com,False
877,Luis,Gómez,Producción,33693,2021-10-07,luis.gómez877@empresa.com,True
878,Carlos,Fernández,Finanzas,44895,2019-02-14,carlos.fernández878@empresa.com,False
879,Juan,López,RRHH,25144,2022-02-17,juan.lópez879@empresa.com,True
880,Juan,Fernández,IT,43679,2025-07-07,juan.fernández880@empresa.com,False
881,Jorge,García,RRHH,63694,2019-11-11,jorge.garcía881@empresa.com,True
882,Elena,Díaz,IT,40181,2017-02-25,elena.díaz882@empresa.com,False
883,Carlos,López,IT,45920,2024-10-14,carlos.lópez883@empresa.com,True
884,Pablo,López,Producción,52187,2023-07-04,pablo.lópez884@empresa.com,False
885,Elena,García,RRHH,34623,2022-01-18,elena.garcía885@empresa.com,True
886,Juan,Ruiz,Finanzas,33113,2024-06-22,juan.ruiz886@empresa.com,True
887,Sara,Díaz,Logística,26423,2021-10-30,sara.díaz887@empresa.com,False
888,Juan,Díaz,Marketing,48303,2025-04-20,juan.díaz888@empresa.com,False
889,Sara,López,Ventas,20788,2022-02-09,sara.lópez889@empresa.com,True
890,Elena,Ruiz,Finanzas,61778,2018-08-14,elena.ruiz890@empresa.com,False
891,Laura,López,Finanzas,47062,2016-02-18,laura.lópez891@empresa.com,False
892,Jorge,García,Marketing,46869,2024-10-09,jorge.garcía892@empresa.com,True
893,Luis,López,Finanzas,61312,2025-04-09,luis.lópez893@empresa.com,False
894,Jorge,Ruiz,Finanzas,41137,2018-10-20,jorge.ruiz894@empresa.com,False
895,Laura,Morales,Ventas,52018,2020-06-26,laura.morales895@empresa.com,True
896,Pablo,López,Logística,36486,2025-11-12,pablo.lópez896@empresa.com,False
897,María,Fernández,Producción,41562,2023-10-04,maría.fernández897@empresa.com,False
898,Ana,Díaz,Finanzas,63582,2020-01-11,ana.díaz898@empresa.com,True
899,Sara,Fernández,Marketing,21592,2021-04-15,sara.fernández899@empresa.com,True
900,Ana,Gómez,Ventas,59800,2019-09-10,ana.gómez900@empresa.com,False
901,Elena,Martínez,Marketing,41037,2025-03-28,elena.martínez901@empresa.com,False
902,Carlos,Fernández,Finanzas,62382,2019-12-07,carlos.fernández902@empresa.com,True
903,Jorge,Fernández,Ventas,58658,2024-08-14,jorge.fernández903@empresa.com,False
904,Sara,Ruiz,Logística,28800,2022-09-13,sara.ruiz904@empresa.com,True
905,Juan,García,Marketing,56725,2017-07-30,juan.garcía905@empresa.com,False
906,Laura,Gómez,Marketing,59509,2017-05-21,laura.gómez906@empresa.com,False
907,Laura,Ruiz,Marketing,19451,2016-03-08,laura.ruiz907@empresa.com,True
908,Jorge,Sánchez,Producción,23811,2018-10-10,jorge.sánchez908@empresa.com,False
909,Elena,Ruiz,Logística,40838,2022-02-06,elena.ruiz909@empresa.com,True
910,Juan,López,Ventas,24618,2025-06-25,juan.lópez910@empresa.com,True
911,Luis,Díaz,IT,28656,2022-10-18,luis.díaz911@empresa.com,False
912,Laura,Fernández,Marketing,22597,2021-05-27,laura.fernández912@empresa.com,True
913,Ana,Gómez,Marketing,52513,2019-11-25,ana.gómez913@empresa.com,False
914,Carlos,Gómez,Producción,58452,2017-04-15,carlos.gómez914@empresa.com,True
915,Ana,Díaz,RRHH,44240,2018-09-17,ana.díaz915@empresa.com,True
916,Elena,Ruiz,Ventas,51276,2016-07-23,elena.ruiz916@empresa.com,False
917,Sara,García,Finanzas,19450,2020-02-09,sara.garcía917@empresa.com,True
918,Elena,García,Producción,51964,2024-12-09,elena.garcía918@empresa.com,True
919,Elena,Morales,IT,39104,2018-09-17,elena.morales919@empresa.com,True
920,Sara,Gómez,Finanzas,18680,2016-06-14,sara.gómez920@empresa.com,False
921,Sara,Díaz,Marketing,64832,2025-11-22,sara.díaz921@empresa.com,False
922,Pablo,López,Finanzas,51044,2020-11-17,pablo.lópez922@empresa.com,True
923,Sara,Fernández,Producción,34553,2020-09-13,sara.fernández923@empresa.com,False
924,Carlos,Díaz,Producción,38826,2021-08-29,carlos.díaz924@empresa.com,True
925,Jorge,Díaz,Producción,57208,2023-08-13,jorge.díaz925@empresa.com,True
926,Laura,Ruiz,IT,21328,2019-03-20,laura.ruiz926@empresa.com,True
927,María,López,RRHH,36550,2016-11-06,maría.lópez927@empresa.com,True
928,Luis,Ruiz,Ventas,21787,2016-01-02,luis.ruiz928@empresa.com,True
929,María,Gómez,Marketing,35734,2023-01-13,maría.gómez929@empresa.com,True
930,Ana,Ruiz,Finanzas,64746,2020-12-20,ana.ruiz930@empresa.com,False
931,Laura,Fernández,Logística,21540,2022-02-13,laura.fernández931@empresa.com,True
932,Carlos,Sánchez,RRHH,23525,2017-01-17,carlos.sánchez932@empresa.com,False
933,Ana,Sánchez,IT,42652,2024-12-16,ana.sánchez933@empresa.com,True
934,Luis,García,RRHH,57724,2024-09-06,luis.garcía934@empresa.com,True
935,Pablo,Ruiz,RRHH,33400,2024-02-28,pablo.ruiz935@empresa.com,False
936,Ana,García,RRHH,29806,2020-04-21,ana.garcía936@empresa.com,False
937,Luis,García,Finanzas,19747,2022-08-30,luis.garcía937@empresa.com,False
938,Sara,Fernández,IT,30779,2024-05-09,sara.fernández938@empresa.com,True
939,Elena,García,Marketing,19044,2016-03-23,elena.garcía939@empresa.com,False
940,María,Fernández,Marketing,41107,2023-07-13,maría.fernández940@empresa.com,True
941,Jorge,Fernández,Ventas,21071,2018-01-15,jorge.fernández941@empresa.com,False
942,Sara,Díaz,Ventas,46212,2018-12-26,sara.díaz942@empresa.com,False
943,Laura,Morales,Logística,61241,2016-12-06,laura.morales943@empresa.com,False
944,Luis,Ruiz,Finanzas,56393,2023-06-20,luis.ruiz944@empresa.com,False
945,Laura,García,Logística,36287,2020-07-01,laura.garcía945@empresa.com,True
946,Laura,Morales,Ventas,52412,2023-12-30,laura.morales946@empresa.com,True
947,Luis,Martínez,Logística,19760,2020-05-21,luis.martínez947@empresa.com,False
948,Pablo,Díaz,Logística,61727,2016-03-26,pablo.díaz948@empresa.com,False
949,María,Sánchez,IT,37647,2023-09-06,maría.sánchez949@empresa.com,True
950,Luis,Fernández,Logística,53107,2017-11-17,luis.fernández950@empresa.com,True
951,Carlos,Gómez,Marketing,40466,2025-01-25,carlos.gómez951@empresa.com,False
952,Carlos,Morales,Logística,21204,2019-05-10,carlos.morales952@empresa.com,True
953,Laura,Fernández,RRHH,31555,2023-05-22,laura.fernández953@empresa.com,True
954,Ana,Fernández,Logística,22593,2025-03-04,ana.fernández954@empresa.com,True
955,Pablo,Morales,Producción,45367,2023-09-04,pablo.morales955@empresa.com,False
956,Carlos,Sánchez,IT,36324,2018-02-13,carlos.sánchez956@empresa.com,True
957,María,López,Ventas,51828,2018-12-05,maría.lópez957@empresa.com,True
958,Luis,Martínez,IT,49722,2020-04-19,luis.martínez958@empresa.com,False
959,Ana,García,RRHH,25936,2016-10-28,ana.garcía959@empresa.com,True
960,Sara,Sánchez,Producción,64220,2022-06-15,sara.sánchez960@empresa.com,False
961,Juan,Díaz,Marketing,27164,2021-03-05,juan.díaz961@empresa.com,True
962,Juan,Gómez,Marketing,33149,2024-12-12,juan.gómez962@empresa.com,False
963,Laura,Sánchez,Ventas,49391,2016-06-06,laura.sánchez963@empresa.com,True
964,Pablo,Sánchez,Producción,56489,2016-03-05,pablo.sánchez964@empresa.com,False
965,Sara,García,Producción,55801,2021-07-24,sara.garcía965@empresa.com,True
966,María,Ruiz,Logística,43506,2016-02-14,maría.ruiz966@empresa.com,False
967,Carlos,Ruiz,Marketing,49962,2024-10-24,carlos.ruiz967@empresa.com,True
968,Sara,Martínez,Finanzas,51106,2022-06-02,sara.martínez968@empresa.com,False
969,Luis,Pérez,Ventas,44678,2023-06-24,luis.pérez969@empresa.com,True
970,Ana,Morales,RRHH,33916,2021-12-31,ana.morales970@empresa.com,True
971,Sara,Gómez,Logística,60800,2023-04-20,sara.gómez971@empresa.com,False
972,María,García,Producción,61075,2016-02-24,maría.garcía972@empresa.com,True
973,Sara,Fernández,IT,37600,2020-09-11,sara.fernández973@empresa.com,False
974,Jorge,García,IT,41447,2019-03-29,jorge.garcía974@empresa.com,False
975,Laura,Gómez,IT,22468,2017-09-21,laura.gómez975@empresa.com,False
976,Laura,Pérez,Producción,56639,2017-10-28,laura.pérez976@empresa.com,True
977,Luis,Ruiz,Producción,24661,2021-01-13,luis.ruiz977@empresa.com,False
978,Juan,García,Producción,64546,2021-06-01,juan.garcía978@empresa.com,True
979,Jorge,Martínez,IT,63336,2018-09-07,jorge.martínez979@empresa.com,False
980,Juan,Pérez,Marketing,18625,2016-02-18,juan.pérez980@empresa.com,True
981,Jorge,Ruiz,IT,64255,2024-06-22,jorge.ruiz981@empresa.com,True
982,Sara,Díaz,Logística,55008,2020-04-06,sara.díaz982@empresa.com,True
983,Laura,Pérez,Marketing,46637,2016-05-03,laura.pérez983@empresa.com,False
984,Sara,Pérez,RRHH,60840,2020-05-21,sara.pérez984@empresa.com,False
985,Carlos,Gómez,Logística,60072,2023-07-05,carlos.gómez985@empresa.com,True
986,Ana,Morales,RRHH,49493,2023-03-19,ana.morales986@empresa.com,True
987,Ana,Ruiz,Logística,51309,2022-10-29,ana.ruiz987@empresa.com,False
988,María,Pérez,Producción,19115,2021-02-16,maría.pérez988@empresa.com,False
989,Elena,López,Logística,27394,2024-09-05,elena.lópez989@empresa.com,True
990,Luis,Gómez,Finanzas,47883,2023-01-10,luis.gómez990@empresa.com,False
991,Pablo,Martínez,Finanzas,22424,2022-07-15,pablo.martínez991@empresa.com,False
992,Carlos,Díaz,RRHH,24410,2022-11-24,carlos.díaz992@empresa.com,True
993,Carlos,Pérez,IT,49902,2018-06-08,carlos.pérez993@empresa.com,False
994,María,Fernández,IT,33365,2019-10-17,maría.fernández994@empresa.com,False
995,Jorge,Gómez,Producción,58938,2017-01-02,jorge.gómez995@empresa.com,True
996,Sara,Ruiz,Finanzas,38472,2022-01-05,sara.ruiz996@empresa.com,True
997,María,López,Finanzas,52397,2020-06-15,maría.lópez997@empresa.com,True
998,Ana,Martínez,Ventas,26807,2020-09-06,ana.martínez998@empresa.com,True
999,Sara,Pérez,Finanzas,30388,2024-08-09,sara.pérez999@empresa.com,True
1000,Laura,Gómez,Logística,26170,2025-04-15,laura.gómez1000@empresa.com,False
